region_id	chrom	start	end	window_size	reference_length	graph_bp	node_count	edge_count	path_count	step_count	mean_degree	max_degree	node_density	edge_node_ratio	sequence_inflation	log10_node_density	log10_edge_node_ratio	log10_sequence_inflation	log10_max_degree	z_log10_node_density	z_log10_edge_node_ratio	z_log10_sequence_inflation	z_log10_max_degree	complexity_score
cand_chr21_104	chr21	19234199	19334199	100000	100000	100070	2926	3134	59365	1296428	2.14217	7.0	0.02926	1.071086807928913	1.0007	-1.533725678210708	0.029824670343279257	0.00030389978481245835	0.9030899869919435	-0.28634021902461554	0.1643191833546558	0.13107027931256202	-1.1486629303507925	-0.2849034216770475
cand_chr21_141	chr21	22934199	23034199	100000	100000	100309	2763	2921	56801	1226537	2.11437	10.0	0.02763	1.0571842200506696	1.00309	-1.5586191150834887	0.024150672057038393	0.0013399008667236507	1.0413926851582251	-0.6075038535809345	-0.3401091695676444	0.25399706837262165	-0.43343547431286433	-0.2817628572722054
cand_chr21_047	chr21	13534199	13634199	100000	100000	100095	2922	3090	78825	1275362	2.11499	9.0	0.02922	1.057494866529774	1.00095	-1.5343197884017221	0.024278267826556663	0.0004123839064525102	1.0	-0.29400515453545545	-0.32876568290956226	0.14394247121472806	-0.6474962648601457	-0.28158115777260884
cand_chr21_235	chr21	32334199	32434199	100000	100000	100176	2597	2738	52030	1163781	2.10859	13.0	0.02597	1.0542934154793993	1.00176	-1.5855280503706972	0.02296149416866846	0.0007636864410412427	1.146128035678238	-0.9546705185556015	-0.4458291598286002	0.18562630081651532	0.10819964418356232	-0.276668433346031
cand_chr21_299	chr21	38734199	38834199	100000	100000	100035	2610	2780	52956	1155349	2.13027	11.0	0.0261	1.0651340996168583	1.00035	-1.583359492661719	0.027404288579795356	0.00015197647433431617	1.0791812460476249	-0.9266927877537079	-0.05085698075487421	0.11304380707567933	-0.23801328349078352	-0.27562981123092156
cand_chr21_158	chr21	24634199	24734199	100000	100000	100097	3063	3203	61477	1362275	2.09141	10.0	0.03063	1.0457068233757754	1.00097	-1.5138530031934272	0.019409941857249074	0.0004210614656340105	1.0413926851582251	-0.02995213691590562	-0.7615683603692434	0.14497210767523505	-0.43343547431286433	-0.26999596598069453
cand_chr21_072	chr21	16034199	16134199	100000	100000	99686	2612	2811	28417	1299703	2.15237	10.0	0.02612	1.076186830015314	0.99686	-1.5830268273969637	0.03188767300440437	-0.0013658301504894561	1.0413926851582251	-0.922400894028247	0.3477237213766626	-0.06705165620267536	-0.43343547431286433	-0.2687910757917811
cand_chr21_336	chr21	42434199	42534199	100000	100000	100237	2907	3058	51937	1291187	2.10389	10.0	0.02907	1.0519435844513243	1.00237	-1.5365549682295723	0.021992449305873515	0.0010280601514710832	1.0413926851582251	-0.3228424131698489	-0.5319789398228624	0.21699558401753435	-0.43343547431286433	-0.2678153108220103
cand_chr21_168	chr21	25634199	25734199	100000	100000	100233	2444	2590	45841	1091313	2.11948	14.0	0.02444	1.059738134206219	1.00233	-1.6118987984294835	0.025198562510735115	0.0010107291001632038	1.1760912590556813	-1.2948937402751157	-0.2469498788990112	0.2149391667748201	0.2631533819998633	-0.2659377675998609
cand_chr21_189	chr21	27734199	27834199	100000	100000	100049	2832	2999	62600	1249604	2.11794	10.0	0.02832	1.0589689265536724	1.00049	-1.5479067509822686	0.024883216741795746	0.00021275217610526551	1.0413926851582251	-0.4692978755546395	-0.27498466826664925	0.12025515270264753	-0.43343547431286433	-0.2643657163578764
cand_chr21_228	chr21	31634199	31734199	100000	100000	100047	2513	2696	27396	1142271	2.14564	11.0	0.02513	1.0728213290887385	1.00047	-1.599807511407424	0.03052739927070621	0.0002040704536936119	1.0791812460476249	-1.138897535077978	0.22679301177868252	0.11922502225374243	-0.23801328349078352	-0.2577231961340841
cand_chr21_097	chr21	18534199	18634199	100000	100000	100180	2862	2982	69720	1262653	2.08386	13.0	0.02862	1.0419287211740045	1.0018	-1.5433303705762424	0.017838009693218315	0.0007810273534955295	1.146128035678238	-0.4102555274922563	-0.901315873922504	0.18768388813432452	0.10819964418356232	-0.25392196727421834
cand_chr21_113	chr21	20134199	20234199	100000	100000	100111	2979	3150	61982	1320208	2.1148	9.0	0.02979	1.0574018126888218	1.00111	-1.5259294967849564	0.02424005057455693	0.00048179952561719824	1.0	-0.18575748409930412	-0.3321632633293854	0.15217898691294476	-0.6474962648601457	-0.25330950634397265
cand_chr21_153	chr21	24134199	24234199	100000	100000	100041	3406	3583	55089	1526990	2.10393	7.0	0.03406	1.051967116852613	1.00041	-1.4677553563734178	0.02200216453952836	0.00017802424510340823	0.9030899869919435	0.5647784289303847	-0.5311152385907606	0.11613450734493973	-1.1486629303507925	-0.24971630816655715
cand_chr21_209	chr21	29734199	29834199	100000	100000	100029	2956	3101	49001	1318910	2.09811	11.0	0.02956	1.0490527740189446	1.00029	-1.529295570277212	0.020797336514538294	0.00012592714119883785	1.0791812460476249	-0.22918501090009538	-0.6382265533181772	0.10995292142371371	-0.23801328349078352	-0.2488679815713356
cand_chr21_064	chr21	15234199	15334199	100000	100000	100270	2738	2945	36952	1218205	2.15121	8.0	0.02738	1.0756026296566836	1.0027	-1.5625665562020288	0.03165185532514923	0.0011710149414006937	0.9542425094393249	-0.6584319172029415	0.32675911801661456	0.23395789575024423	-0.8841294904031747	-0.24546109845981434
cand_chr21_122	chr21	21034199	21134199	100000	100000	100056	3407	3585	105260	1473274	2.10449	7.0	0.03407	1.052245377164661	1.00056	-1.4676278664321225	0.022117026435941493	0.00024313683790335957	0.9030899869919435	0.5664232453181347	-0.520903815481644	0.12386044711472009	-1.1486629303507925	-0.24482076334989541
cand_chr21_108	chr21	19634199	19734199	100000	100000	100096	3058	3191	57311	1366033	2.08698	11.0	0.03058	1.0434924787442772	1.00096	-1.5145625189236986	0.018489323117209064	0.0004167227077164003	1.0791812460476249	-0.03910598143618641	-0.8434129735116013	0.14445729201660967	-0.23801328349078352	-0.2440187366054904
cand_chr21_119	chr21	20734199	20834199	100000	100000	100064	3297	3463	96534	1430875	2.1007	8.0	0.03297	1.0503488019411586	1.00064	-1.481881052856847	0.021333544406307834	0.00027785956283920063	0.9542425094393249	0.3825352117144429	-0.5905567356650517	0.12798047474625926	-0.8841294904031747	-0.24104263490188108
cand_chr21_199	chr21	28734199	28834199	100000	100000	100225	3280	3464	74122	1437901	2.1122	7.0	0.0328	1.0560975609756098	1.00225	-1.4841261562883208	0.023704039633629968	0.0009760649225592731	0.9030899869919435	0.3535699233257017	-0.3798155717087824	0.21082608608150857	-1.1486629303507925	-0.24102062316309114
cand_chr21_074	chr21	16234199	16334199	100000	100000	100070	2940	3089	84692	1286052	2.10136	11.0	0.0294	1.0506802721088435	1.0007	-1.5316526695878427	0.021470577889293335	0.00030389978481245835	1.0791812460476249	-0.25959521843717187	-0.5783742198040225	0.13107027931256202	-0.23801328349078352	-0.236228110604854
cand_chr21_093	chr21	18134199	18234199	100000	100000	100032	2777	2930	66946	1263687	2.11019	12.0	0.02777	1.0550954267194814	1.00032	-1.5564241202497424	0.023291740603851852	0.00013895200307412537	1.1139433523068367	-0.5791850431956509	-0.41646967521931144	0.1114983874239289	-0.05824229452277647	-0.23559965637845248
cand_chr21_107	chr21	19534199	19634199	100000	100000	100136	3468	3643	69861	1544080	2.10092	7.0	0.03468	1.0504613610149942	1.00136	-1.4599209111958273	0.021380082437743208	0.000590239223630095	0.9030899869919435	0.6658548251237287	-0.5864194234275565	0.16504590772617092	-1.1486629303507925	-0.22604540523211233
cand_chr21_308	chr21	39634199	39734199	100000	100000	100071	2818	3014	45902	1260044	2.13911	9.0	0.02818	1.0695528743789922	1.00071	-1.5500590112266623	0.029202259205275367	0.0003082396700124894	1.0	-0.4970653439895175	0.10898574662360556	0.13158522872897085	-0.6474962648601457	-0.2259976583742717
cand_chr21_232	chr21	32034199	32134199	100000	100000	100036	3121	3311	63523	1385723	2.12176	8.0	0.03121	1.0608779237423902	1.00036	-1.5057062313346672	0.025665412086735687	0.0001563178779550315	0.9542425094393249	0.07515375398345081	-0.2054461365987186	0.11355893666041272	-0.8841294904031747	-0.22521573408950743
cand_chr21_346	chr21	43634199	43734199	100000	100000	100278	2894	3077	63513	1280904	2.12647	9.0	0.02894	1.0632342778161714	1.00278	-1.5385014732169813	0.026628969464439784	0.0012056635627489232	1.0	-0.34795532223231085	-0.11978420360870645	0.23806913061482404	-0.6474962648601457	-0.21929166502158473
cand_chr21_297	chr21	38534199	38634199	100000	100000	100212	3117	3282	59720	1388560	2.10587	9.0	0.03117	1.0529355149181905	1.00212	-1.5062631977231602	0.022401774440234522	0.0009197297322234878	1.0	0.06796803067138732	-0.49558922080653606	0.20414162968471586	-0.6474962648601457	-0.21774395632764465
cand_chr21_185	chr21	27334199	27434199	100000	100000	100106	3209	3374	96249	1396049	2.10284	9.0	0.03209	1.0514178871922717	1.00106	-1.4936302829044958	0.021775361157602334	0.0004601083364578101	1.0	0.23095206774659494	-0.5512784551817105	0.1496052171738833	-0.6474962648601457	-0.20455435878034448
cand_chr21_357	chr21	44734199	44834199	100000	100000	100108	3337	3511	72252	1480901	2.10429	8.0	0.03337	1.0521426430925982	1.00108	-1.4766437933452072	0.022074622810558484	0.00046878494212805735	0.9542425094393249	0.45010391701089886	-0.5246735718035227	0.15063474049543832	-0.8841294904031747	-0.20201610117509006
cand_chr21_068	chr21	15634199	15734199	100000	100000	100294	2843	2990	46832	1269108	2.10341	12.0	0.02843	1.0517059444249033	1.00294	-1.5462231403095579	0.021894328633987516	0.0012749525136013734	1.1139433523068367	-0.4475767076183301	-0.5407020388458398	0.24629061647458697	-0.05824229452277647	-0.20005760612808987
cand_chr21_231	chr21	31934199	32034199	100000	100000	99749	3080	3295	77321	1405894	2.13961	8.0	0.0308	1.0698051948051948	0.99749	-1.5114492834995557	0.029304702429584384	-0.001091449492430532	0.9542425094393249	0.0010595452910822057	0.11809312810300372	-0.03449499785136586	-0.8841294904031747	-0.19986795371511365
cand_chr21_076	chr21	16434199	16534199	100000	100000	100315	3029	3188	41228	1374313	2.10499	10.0	0.03029	1.0524925718058766	1.00315	-1.5187007266671442	0.02221903939121904	0.0013658774885853839	1.0413926851582251	-0.09249522801656881	-0.5118346856702776	0.2570793264627381	-0.43343547431286433	-0.19517151538424315
cand_chr21_201	chr21	28934199	29034199	100000	100000	99901	2579	2767	44993	1184091	2.14579	12.0	0.02579	1.0728964715005815	0.99901	-1.5885486578620625	0.030557817003014447	-0.0004301645036646414	1.1139433523068367	-0.9936410024406794	0.22949720128206716	0.04396982399288083	-0.05824229452277647	-0.19460406792212698
cand_chr21_178	chr21	26634199	26734199	100000	100000	99890	3308	3501	90369	1441404	2.11669	8.0	0.03308	1.0583434099153568	0.9989	-1.4804344991194909	0.024626609884523587	-0.0004779868710962119	0.9542425094393249	0.40119798046929794	-0.2977974658447253	0.038295457260783865	-0.8841294904031747	-0.18560837962945453
cand_chr21_184	chr21	27234199	27334199	100000	100000	100058	2896	3052	63990	1276734	2.10773	12.0	0.02896	1.0538674033149171	1.00058	-1.5382014424748907	0.022785971757733565	0.0002518177794051147	1.1139433523068367	-0.34408446405788917	-0.4614334085756506	0.12489048490470035	-0.05824229452277647	-0.184717420562904
cand_chr21_167	chr21	25534199	25634199	100000	100000	100123	2389	2576	73125	1031565	2.15655	13.0	0.02389	1.0782754290498116	1.00123	-1.621783850250122	0.03272970893789657	0.0005338539598200156	1.146128035678238	-1.4224261170505055	0.4225821858324677	0.15835550985738606	0.10819964418356232	-0.18332219429427235
cand_chr21_265	chr21	35334199	35434199	100000	100000	100125	2821	2996	43759	1263932	2.12407	11.0	0.02821	1.0620347394540943	1.00125	-1.5495969138446337	0.026138722872062595	0.0005425290922940621	1.0791812460476249	-0.4911035768181251	-0.16336798150978032	0.15938485837673114	-0.23801328349078352	-0.18327499586048948
cand_chr21_156	chr21	24434199	24534199	100000	100000	100129	3164	3322	80006	1392669	2.09987	10.0	0.03164	1.049936788874842	1.00129	-1.499763525174361	0.02116315328973678	0.0005598788373962401	1.0413926851582251	0.15182380638714477	-0.6057048033852963	0.16144349373306377	-0.43343547431286433	-0.18146824439448803
cand_chr21_280	chr21	36834199	36934199	100000	100000	100034	2671	2817	56073	1185485	2.10932	15.0	0.02671	1.0546611755896669	1.00034	-1.573326111978627	0.023112958964400555	0.0001476350273144409	1.2041199826559248	-0.7972467404466609	-0.4323636750712067	0.11252867234141524	0.4081029234216071	-0.1772447049387113
cand_chr21_159	chr21	24734199	24834199	100000	100000	100057	3515	3661	57758	1578637	2.08307	9.0	0.03515	1.0415362731152205	1.00057	-1.4540746706441572	0.017674399525688295	0.00024747733034422763	1.0	0.7412803227623437	-0.9158611034352867	0.12437546858333773	-0.6474962648601457	-0.17442539423743775
cand_chr21_282	chr21	37034199	37134199	100000	100000	100085	2750	2923	67002	1213117	2.12582	12.0	0.0275	1.0629090909090908	1.00085	-1.5606673061697374	0.026496121527173733	0.000368993509583246	1.1139433523068367	-0.6339286697638995	-0.13159461714843917	0.13879398029487247	-0.05824229452277647	-0.1712429002850607
cand_chr21_179	chr21	26734199	26834199	100000	100000	100191	2752	2921	55794	1216969	2.12282	12.0	0.02752	1.0614098837209305	1.00191	-1.5603515704365263	0.025883127410076145	0.0008287112928454092	1.1139433523068367	-0.6298551930416775	-0.18609086428133254	0.1933418296716074	-0.05824229452277647	-0.17021163054354477
cand_chr21_197	chr21	28534199	28634199	100000	100000	100100	2941	3097	63377	1304295	2.10609	12.0	0.02941	1.0530431825909554	1.001	-1.5315049754929306	0.02244618084971741	0.0004340774793185929	1.1139433523068367	-0.25768973738339485	-0.49164141348185547	0.146516523792693	-0.05824229452277647	-0.16526423039883345
cand_chr21_203	chr21	29134199	29234199	100000	100000	100026	2819	3019	65141	1236447	2.14189	10.0	0.02819	1.0709471443774388	1.00026	-1.5499049241283978	0.029768037151495386	0.00011290188868521599	1.0413926851582251	-0.49507738335676926	0.15928439373874337	0.10840740907227657	-0.43343547431286433	-0.1652052637146534
cand_chr21_182	chr21	27034199	27134199	100000	100000	100222	3031	3222	73874	1335098	2.12603	9.0	0.03031	1.0630155064335205	1.00222	-1.5184140636323777	0.02653959971557705	0.0009630651426094019	1.0	-0.08879683383303204	-0.12772933029815697	0.20928359617910708	-0.6474962648601457	-0.16368470820305692
cand_chr21_262	chr21	35034199	35134199	100000	100000	100141	2841	3036	60245	1242897	2.13728	10.0	0.02841	1.068637803590285	1.00141	-1.5465287662770641	0.028830533500506864	0.0006119239144329564	1.0413926851582251	-0.4515197528089455	0.07593868253654783	0.1676189064022326	-0.43343547431286433	-0.16034940954575735
cand_chr21_290	chr21	37834199	37934199	100000	100000	100115	2367	2526	54573	1043823	2.13435	17.0	0.02367	1.067173637515843	1.00115	-1.6258017420709172	0.028235088290229235	0.0004991516969420596	1.255272505103306	-1.4742631031209845	0.023002563855621858	0.15423791015291885	0.6726363633692244	-0.15609656643580486
cand_chr21_291	chr21	37934199	38034199	100000	100000	100327	2537	2683	53144	1125358	2.1151	16.0	0.02537	1.0575482853764289	1.00327	-1.5956795327782693	0.024300205450208293	0.0014178260715247296	1.2304489213782739	-1.0856402598095827	-0.3268153898697396	0.2632432896172683	0.5442620881540513	-0.1512375679770007
cand_chr21_070	chr21	15834199	15934199	100000	100000	99482	2464	2638	16454	1186727	2.14123	17.0	0.02464	1.0706168831168832	0.99482	-1.6083592965076121	0.029634087717958675	-0.002255492197511422	1.255272505103306	-1.2492287199102399	0.14737605525763264	-0.17261457568076993	0.6726363633692244	-0.1504577192410382
cand_chr21_309	chr21	39734199	39834199	100000	100000	100094	3205	3355	119093	1371001	2.0936	11.0	0.03205	1.046801872074883	1.00094	-1.4941719661451638	0.019864490650174683	0.0004080450618415705	1.0791812460476249	0.2239635205548094	-0.7211581791581749	0.1434276452694989	-0.23801328349078352	-0.14794507420616254
cand_chr21_175	chr21	26334199	26434199	100000	100000	100072	3091	3226	72453	1362469	2.08735	13.0	0.03091	1.0436751860239404	1.00072	-1.509900994936695	0.018565357989637744	0.0003125795118446765	1.146128035678238	0.021034849815384535	-0.8366533406162472	0.13210017299956478	0.10819964418356232	-0.1438296684044339
cand_chr21_120	chr21	20834199	20934199	100000	100000	100161	3200	3366	45550	1443624	2.10375	10.0	0.032	1.051875	1.00161	-1.494850021680094	0.02196413331989902	0.0006986518519166541	1.0413926851582251	0.21521556095637745	-0.5344962804080933	0.17790961657891022	-0.43343547431286433	-0.1437016442964175
cand_chr21_333	chr21	42134199	42234199	100000	100000	99810	3407	3568	62658	1542418	2.09451	10.0	0.03407	1.047255650132081	0.9981	-1.4676278664321225	0.020052712136208087	-0.0008259444115150663	1.0413926851582251	0.5664232453181347	-0.7044249604656962	-0.0029914717972615284	-0.43343547431286433	-0.14360716531442186
cand_chr21_067	chr21	15534199	15634199	100000	100000	100018	3324	3484	59609	1477802	2.09627	10.0	0.03324	1.0481347773766547	1.00018	-1.4783389848879267	0.02041713122355225	7.816597201616296e-05	1.0413926851582251	0.4282333380341478	-0.6720274674230519	0.10428581617460571	-0.43343547431286433	-0.14323594688179067
cand_chr21_208	chr21	29634199	29734199	100000	100000	100035	2603	2738	32962	1179824	2.10373	18.0	0.02603	1.0518632347291588	1.00035	-1.5845258318907642	0.021959275688735503	0.00015197647433431617	1.2787536009528289	-0.9417403582374521	-0.534928132298648	0.11304380707567933	0.7940680105612778	-0.1423891682247857
cand_chr21_271	chr21	35934199	36034199	100000	100000	100055	3008	3216	77722	1324323	2.1383	9.0	0.03008	1.069148936170213	1.00055	-1.5217221680803954	0.02903820815680907	0.00023879630208173988	1.0	-0.13147647077697638	0.094401322025928	0.12334542049875598	-0.6474962648601457	-0.1403064982781095
cand_chr21_266	chr21	35434199	35534199	100000	100000	100023	3006	3155	67411	1349769	2.09914	13.0	0.03006	1.0495675316034598	1.00023	-1.5220110237491107	0.021010387329263806	9.987624550973082e-05	1.146128035678238	-0.135203153311851	-0.6192859639596379	0.10686185036682559	0.10819964418356232	-0.13485690568027525
cand_chr21_096	chr21	18434199	18534199	100000	100000	100201	2843	3014	45026	1273263	2.1203	12.0	0.02843	1.0601477312697851	1.00201	-1.5462231403095579	0.025366388288170737	0.00087205578586546	1.1139433523068367	-0.4475767076183301	-0.23202987430629884	0.19848487386665944	-0.05824229452277647	-0.1348410006451865
cand_chr21_111	chr21	19934199	20034199	100000	100000	100271	2955	3127	64976	1306106	2.11641	11.0	0.02955	1.0582064297800338	1.00271	-1.5294425147827257	0.024570396025659035	0.0011753461702457648	1.0791812460476249	-0.23108082109738032	-0.30279497603206773	0.2344718180461811	-0.23801328349078352	-0.13435431564351263
cand_chr21_318	chr21	40634199	40734199	100000	100000	100085	3423	3668	97349	1451572	2.14315	6.0	0.03423	1.071574642126789	1.00085	-1.465593100862123	0.0300224278601063	0.000368993509583246	0.8450980400142568	0.5926748516861428	0.18190017183203488	0.13879398029487247	-1.4485662095888368	-0.13379930144394667
cand_chr21_129	chr21	21734199	21834199	100000	100000	100234	3423	3586	75059	1509508	2.09524	9.0	0.03423	1.0476190476190477	1.00234	-1.465593100862123	0.02020338608828699	0.0010150619278296996	1.0	0.5926748516861428	-0.691029783089672	0.21545327877903767	-0.6474962648601457	-0.13259947937115932
cand_chr21_078	chr21	16634199	16734199	100000	100000	99941	3329	3498	85646	1475499	2.10153	10.0	0.03329	1.050765995794533	0.99941	-1.4776862048433326	0.021506009985990383	-0.00025630936302230284	1.0413926851582251	0.4366552049205528	-0.5752242445527405	0.06459861924599211	-0.43343547431286433	-0.12685147367476496
cand_chr21_338	chr21	42634199	42734199	100000	100000	99487	3491	3734	73914	1598375	2.13922	7.0	0.03491	1.069607562303065	0.99487	-1.4570501511858212	0.02922446479888066	-0.002233664953971241	0.9030899869919435	0.7028920459568493	0.11095986266011243	-0.17002466239855932	-1.1486629303507925	-0.1262089210330975
cand_chr21_112	chr21	20034199	20134199	100000	100000	100020	3125	3294	77878	1375413	2.10816	11.0	0.03125	1.05408	1.0002	-1.505149978319906	0.02287357315364148	8.685021164894766e-05	1.0791812460476249	0.0823302736768379	-0.45364549155095246	0.10531624530458016	-0.23801328349078352	-0.1260030640150795
cand_chr21_188	chr21	27634199	27734199	100000	100000	100407	3171	3319	50092	1350414	2.09335	11.0	0.03171	1.0466729738252918	1.00407	-1.4988037579729112	0.019811010381515278	0.001763991249239714	1.0791812460476249	0.16420627990098188	-0.7259126684041664	0.3043175457390931	-0.23801328349078352	-0.12385053156371872
cand_chr21_288	chr21	37634199	37734199	100000	100000	100340	2821	3038	108604	1196331	2.15385	9.0	0.02821	1.0769230769230769	1.0034	-1.5495969138446337	0.032184683371401235	0.0014740966917327273	1.0	-0.4911035768181251	0.37412846150292983	0.2699200844405194	-0.6474962648601457	-0.12363782393370538
cand_chr21_059	chr21	14734199	14834199	100000	100000	100101	3435	3569	76376	1516612	2.07802	11.0	0.03435	1.03901018922853	1.00101	-1.4640732586044307	0.016619806560091238	0.00043841606386022566	1.0791812460476249	0.6122831551087395	-1.0096162591126434	0.1470313188793783	-0.23801328349078352	-0.12207876715382729
cand_chr21_212	chr21	30034199	30134199	100000	100000	100039	3180	3331	45753	1435737	2.09497	12.0	0.0318	1.0474842767295598	1.00039	-1.4975728800155672	0.020147512706744142	0.0001693418284316657	1.1139433523068367	0.18008649927350676	-0.695997024248733	0.11510429451854971	-0.05824229452277647	-0.11476213124486326
cand_chr21_314	chr21	40234199	40334199	100000	100000	100081	3149	3334	43433	1434817	2.1175	10.0	0.03149	1.0587488091457606	1.00081	-1.5018273393634562	0.024792934855442653	0.00035163613692409327	1.0413926851582251	0.1251974281410994	-0.28301088557133947	0.13673443989017298	-0.43343547431286433	-0.11362862296323285
cand_chr21_349	chr21	43934199	44034199	100000	100000	100046	3062	3257	50152	1370533	2.12737	10.0	0.03062	1.0636838667537558	1.00046	-1.5139948136377577	0.026812572202630936	0.0001997295274052389	1.0413926851582251	-0.03178170982510176	-0.10346159966249588	0.11870994930691528	-0.43343547431286433	-0.11249220862338667
cand_chr21_157	chr21	24534199	24634199	100000	100000	100110	3020	3149	72094	1325519	2.08543	15.0	0.0302	1.0427152317880797	1.0011	-1.5199930570428493	0.018165717679393352	0.00047746137445523157	1.2041199826559248	-0.10916827813134858	-0.8721820618615074	0.15166424324895753	0.4081029234216071	-0.10539579333057282
cand_chr21_043	chr21	13134199	13234199	100000	100000	100072	4264	4407	147604	2093045	2.06707	7.0	0.04264	1.0335365853658536	1.00072	-1.3701828039814843	0.014325854491403046	0.0003125795118446765	0.9030899869919435	1.8236144715097402	-1.21355260264258	0.13210017299956478	-1.1486629303507925	-0.10162522212101688
cand_chr21_246	chr21	33434199	33534199	100000	100000	100143	2678	2905	70484	1196731	2.16953	10.0	0.02678	1.0847647498132935	1.00143	-1.5721894273240098	0.035335564050359376	0.0006205974875974734	1.0413926851582251	-0.782581759597012	0.6542472544528232	0.168648069901584	-0.43343547431286433	-0.0982804773888673
cand_chr21_352	chr21	44234199	44334199	100000	100000	99830	3802	3984	62771	1731759	2.09574	8.0	0.03802	1.0478695423461335	0.9983	-1.4199878874705756	0.020307217222236742	-0.0007389288868995428	0.9542425094393249	1.1810522686896232	-0.6817990140202953	0.00733336205294077	-0.8841294904031747	-0.0943857184202265
cand_chr21_106	chr21	19434199	19534199	100000	100000	100051	2959	3126	62783	1293650	2.11288	13.0	0.02959	1.0564379858060156	1.00051	-1.528855034839367	0.02384400852253509	0.00022143372496914832	1.146128035678238	-0.22350142598202222	-0.3673720931370691	0.12128526255922834	0.10819964418356232	-0.09034715309407515
cand_chr21_061	chr21	14934199	15034199	100000	100000	99132	2410	2601	35793	1527621	2.15851	19.0	0.0241	1.079253112033195	0.99132	-1.6179829574251317	0.03312330962100432	-0.003786131789981751	1.3010299956639813	-1.3733887518818688	0.45757397368171543	-0.3542327357346846	0.909269588912254	-0.090194481255646
cand_chr21_263	chr21	35134199	35234199	100000	100000	99963	2997	3193	47658	1351893	2.1308	11.0	0.02997	1.0653987320653988	0.99963	-1.5233132570543553	0.027512175593800172	-0.00016071869309628963	1.0791812460476249	-0.15200396645348468	-0.04126563686812632	0.07594093763086043	-0.23801328349078352	-0.08883548729538351
cand_chr21_177	chr21	26534199	26634199	100000	100000	100060	2603	2780	53925	1149300	2.136	15.0	0.02603	1.0679984633115636	1.0006	-1.5845258318907642	0.028570627808840537	0.00026049854739031814	1.2041199826559248	-0.9417403582374521	0.052832612821952445	0.12592050210606068	0.4081029234216071	-0.08872107997195798
cand_chr21_294	chr21	38234199	38334199	100000	100000	100165	2815	2980	65488	1243864	2.11723	14.0	0.02815	1.058614564831261	1.00165	-1.550521600812635	0.024737864888890175	0.0007159953612748564	1.1760912590556813	-0.5030334613490507	-0.28790670173521016	0.17996751203255576	0.2631533819998633	-0.08695481726296043
cand_chr21_071	chr21	15934199	16034199	100000	100000	100274	2893	3072	68186	1282515	2.12375	12.0	0.02893	1.061873487729001	1.00274	-1.538651566352017	0.02607277771149148	0.001188339597614244	1.1139433523068367	-0.34989175459463967	-0.16923062140707285	0.23601355418254277	-0.05824229452277647	-0.08533777908548655
cand_chr21_191	chr21	27934199	28034199	100000	100000	100058	3230	3402	73423	1429247	2.1065	11.0	0.0323	1.053250773993808	1.00058	-1.490797477668897	0.022531786945447285	0.0002518177794051147	1.0791812460476249	0.2674996135959141	-0.48403088212624273	0.12489048490470035	-0.23801328349078352	-0.08241351677910294
cand_chr21_337	chr21	42534199	42634199	100000	100000	96859	3811	4137	95077	2200137	2.17108	9.0	0.03811	1.085541852532144	0.96859	-1.4189610512278328	0.035646572123345106	-0.013860019046693848	1.0	1.1943000360227882	0.6818964150777319	-1.5495506127548397	-0.6474962648601457	-0.08021260662861629
cand_chr21_202	chr21	29034199	29134199	100000	100000	100230	2460	2667	43233	1111453	2.16829	13.0	0.0246	1.0841463414634147	1.0023	-1.609064892896621	0.03508790858649703	0.00099773035779373	1.146128035678238	-1.2583319988982715	0.632230251375606	0.21339679998660152	0.10819964418356232	-0.07612632583812542
cand_chr21_171	chr21	25934199	26034199	100000	100000	100133	3125	3342	90810	1362735	2.13888	9.0	0.03125	1.06944	1.00133	-1.505149978319906	0.029156423877278487	0.0005772278894165512	1.0	0.0823302736768379	0.10491090594852355	0.1635020468517135	-0.6474962648601457	-0.07418825959576768
cand_chr21_130	chr21	21834199	21934199	100000	100000	100219	3242	3409	61417	1448781	2.10302	11.0	0.03242	1.0515114127082048	1.00219	-1.4891869894875038	0.02181399071639502	0.0009500649735240792	1.0791812460476249	0.2882773888942617	-0.547844219968217	0.2077410601038083	-0.23801328349078352	-0.07245976361523263
cand_chr21_148	chr21	23634199	23734199	100000	100000	100049	3129	3300	64083	1383751	2.1093	12.0	0.03129	1.0546500479386385	1.00049	-1.5045944368538067	0.023108376731694146	0.00021275217610526551	1.1139433523068367	0.08949761329776068	-0.43277104355815277	0.12025515270264753	-0.05824229452277647	-0.07031514302013026
cand_chr21_331	chr21	41934199	42034199	100000	100000	100408	3118	3290	56022	1395609	2.11033	11.0	0.03118	1.055163566388711	1.00408	-1.506123889147177	0.023319787097151493	0.001768316568383301	1.0791812460476249	0.06976532562974312	-0.41397629300333666	0.3048307668189401	-0.23801328349078352	-0.06934837101135924
cand_chr21_230	chr21	31834199	31934199	100000	100000	100016	3027	3259	67862	1336614	2.15329	9.0	0.03027	1.0766435414601916	1.00016	-1.518987579043427	0.03207193950857122	6.948155872801059e-05	1.0	-0.09619606499697253	0.36410533527686956	0.10325536643954009	-0.6474962648601457	-0.06908290703517714
