region_id	start	end	complexity_score	n_segdup	max_segdup_identity	n_large_tandem_repeat	max_tandem_repeat_span_bp	hazard_flag	score_tier	hazard_flag_v3	complexity_tier
cand_chr21_073	16134199	16234199	0.5620787014247364	0	0.0	0	189.0	False	high	False	high
cand_chr21_315	40334199	40434199	0.604115568060631	0	0.0	1	663.0	True	high	False	high
cand_chr21_145	23334199	23434199	0.625546891249027	8	0.9321	4	1091.2	True	high	True	high
cand_chr21_330	41834199	41934199	0.6297050613164049	0	0.0	2	928.0	True	high	False	high
cand_chr21_351	44134199	44234199	0.6450240519708306	1	0.9984	11	1801.8	True	high	True	high
cand_chr21_340	42834199	42934199	0.6908780065944293	2	0.9096	5	862.6	True	high	True	high
cand_chr21_304	39234199	39334199	0.7002461384071782	2	0.9342	0	307.5	True	high	True	high
cand_chr21_365	45534199	45634199	0.7070471354536607	0	0.0	10	1356.3	True	high	False	high
cand_chr21_329	41734199	41834199	0.7154258645237483	0	0.0	5	1461.7	True	high	True	high
cand_chr21_083	17134199	17234199	0.7164583839104288	0	0.0	0	98.0	False	high	False	high
cand_chr21_345	43534199	43634199	0.7316972011493279	1	0.9992	8	2469.6	True	high	True	high
cand_chr21_289	37734199	37834199	0.7657408649255975	0	0.0	6	1216.0	True	high	False	high
cand_chr21_149	23734199	23834199	0.7761069365546825	0	0.0	0	496.8	False	high	False	high
cand_chr21_251	33934199	34034199	0.7779097439330911	0	0.0	7	697.6	True	high	False	high
cand_chr21_359	44934199	45034199	0.8083503241312261	4	0.9602	5	946.2	True	high	True	high
cand_chr21_363	45334199	45434199	0.8801486433458601	0	0.0	6	1038.2	True	high	False	high
cand_chr21_260	34834199	34934199	0.8819744925304328	0	0.0	0	254.0	False	high	False	high
cand_chr21_326	41434199	41534199	0.9103347431498146	0	0.0	4	1826.0	True	high	True	high
cand_chr21_276	36434199	36534199	0.9122889620445548	1	0.9118	3	755.2	True	high	True	high
cand_chr21_364	45434199	45534199	1.0373317541171945	0	0.0	19	1356.0	True	high	False	high
cand_chr21_114	20234199	20334199	1.040468084968874	0	0.0	5	1794.0	True	high	True	high
cand_chr21_334	42234199	42334199	1.069289413712377	0	0.0	8	1428.2	True	high	True	high
cand_chr21_042	13034199	13134199	1.0986076260240976	28	0.9919	5	9600.0	True	high	True	high
cand_chr21_117	20534199	20634199	1.121388201831247	0	0.0	0	172.0	False	high	False	high
cand_chr21_353	44334199	44434199	1.252303212452751	0	0.0	17	1676.9	True	high	True	high
cand_chr21_046	13434199	13534199	1.2531914107914428	11	0.9812	2	525.4	True	high	True	high
cand_chr21_244	33234199	33334199	1.35489365653241	0	0.0	4	2088.8	True	high	True	high
cand_chr21_284	37234199	37334199	1.579462816359583	0	0.0	4	725.2	True	high	False	high
cand_chr21_354	44434199	44534199	1.6516031430007008	0	0.0	11	2264.0	True	high	True	high
cand_chr21_195	28334199	28434199	1.659501880724125	0	0.0	0	351.0	False	high	False	high
cand_chr21_313	40134199	40234199	1.9250745179787208	0	0.0	9	970.0	True	high	False	high
cand_chr21_081	16934199	17034199	2.13925270066326	0	0.0	4	1482.0	True	high	True	high
cand_chr21_347	43734199	43834199	2.888706439396577	0	0.0	10	998.4	True	high	False	high
